1569.84 0 0 0 0 0 
33508.6 0 2 2 2 2 
127.366 0 4 1 4 1 
129.273 0 1 4 1 4 
47525.9 0 2 2 3 0 
4102.87 0 5 5 0 3 
1768.58 0 3 0 2 2 
238.329 0 0 3 5 5 
18.8486 0 1 1 1 4 
57.2104 0 4 4 4 1 
2132.29 0 5 0 3 5 
47525.9 0 2 3 0 2 
953.425 0 1 1 5 3 
2347.81 0 4 4 2 0 
696.029 0 3 2 1 4 
53.6852 0 0 5 4 1 
240.431 0 0 2 5 2 
46473.799999999996 0 3 5 2 5 
9.02902 0 5 1 0 0 
23668.1 0 2 4 3 3 
18.0171 0 2 0 2 1 
3051.1299999999997 0 5 3 5 4 
885.532 0 4 2 4 0 
3957.6700000000005 0 1 5 1 3 
2965.2700000000004 0 0 0 3 5 
47525.9 0 3 3 0 2 
1115.38 0 5 2 1 3 
105.224 0 2 5 4 0 
14.404 0 1 1 0 5 
23693.6 0 4 4 3 2 
82.5069 0 3 0 5 4 
10498.8 0 0 3 2 1 
1767.48 0 0 1 3 3 
97.9058 0 3 4 0 0 
2132.31 0 4 0 2 4 
176.671 0 1 3 5 1 
81.583 0 2 0 1 4 
249.214 0 5 3 4 1 
1044.66 0 4 2 5 5 
9453.72 0 1 5 2 2 
87.9231 0 1 0 4 0 
83.3856 0 4 3 1 3 
778.766 0 5 1 0 2 
15649.900000000001 0 2 4 3 5 
2002.65 0 2 2 2 0 
46473.799999999996 0 5 5 5 3 
138.894 0 3 1 4 1 
34.6247 0 0 4 1 4 
20.8763 0 0 1 1 5 
46825.1 0 3 4 4 2 
10625.1 0 4 2 3 4 
23.6639 0 1 5 0 1 
3286.11 0 2 2 5 5 
7346.49 0 5 5 2 2 
4512.8 0 4 0 0 3 
10320.2 0 1 3 3 0 
285.195 0 0 2 0 1 
1024.75 0 3 5 3 4 
8.67864 0 5 1 4 0 
6117.0599999999995 0 2 4 1 3 
4646.110000000001 0 1 0 4 2 
82.903 0 4 3 1 5 
3956.4300000000003 0 3 1 2 1 
234.782 0 0 4 5 4 
48125.299999999996 0 0 2 2 4 
65.2337 0 3 5 5 1 
48077.399999999994 0 4 0 4 3 
118.512 0 1 3 1 0 
82.5155 0 2 0 4 5 
1115.38 0 5 3 1 2 
26.1395 0 3 1 0 4 
2218.11 0 0 4 3 1 
538.646 0 1 1 0 2 
3449.7900000000004 0 4 4 3 5 
627.372 0 5 2 5 1 
1024.75 0 2 5 2 4 
468484.0 0 2 2 3 2 
173.26 0 5 5 0 5 
284.723 0 3 0 1 0 
240.409 0 0 3 4 3 
1755.67 0 0 0 3 3 
1796.87 0 3 3 0 0 
10625.4 0 5 2 2 5 
10245.3 0 2 5 5 2 
47525.9 0 2 2 0 3 
2346.8 0 5 5 3 0 
24.2991 0 4 1 4 4 
25.9875 0 1 4 1 1 
8.21504 0 1 1 5 0 
23659.2 0 4 4 2 3 
2403.91 0 5 0 1 2 
3276.6099999999997 0 2 3 4 5 
654.241 0 1 1 2 1 
1017.95 0 4 4 5 4 
33508.6 0 3 2 3 2 
629.758 0 0 5 0 5 
4702.83 0 0 0 5 2 
47129.5 0 3 3 2 5 
73.4622 0 4 2 1 0 
3126.24 0 1 5 4 3 
