16.0909 0 121 142 142 545 0 0 1 1 64 64
62235.6 0 359 359 359 359 2 2 2 2 79 79 
1622.19 0 121 141 142 545 0 0 0 0 63 63 
16.0909 0 120 142 142 544 0 0 1 1 64 64 
1622.19 0 120 142 142 543 0 0 0 0 63 64 
1622.19 0 121 141 141 545 0 0 0 0 64 63 
24.45 0 120 141 142 544 0 0 0 1 63 63 
21.7308 0 121 141 142 544 0 0 1 1 63 63 
18.3914 0 120 141 141 544 0 0 0 1 64 64 
1622.19 0 121 141 142 545 0 0 0 0 64 64 
1622.19 0 120 142 140 545 0 0 0 0 64 63 
18.3914 0 120 141 142 545 0 0 0 1 64 64 
1622.07 0 121 142 142 544 0 0 0 0 63 63 
1622.07 0 121 141 141 544 0 0 0 0 64 63 
1622.07 0 120 143 141 546 0 0 0 0 63 64 
1622.07 0 121 140 142 544 0 0 0 0 64 63 
1622.19 0 121 141 141 545 0 0 0 0 63 64 
1622.19 0 120 140 141 545 0 0 0 0 64 63 
24.45 0 120 141 142 544 0 0 0 1 64 63 
1622.19 0 122 141 141 545 0 0 0 0 63 63 
18.3914 0 119 141 142 546 0 0 0 1 63 64 
18.3914 0 122 142 141 544 0 0 0 1 63 64 
24.45 0 119 141 142 543 0 0 0 1 64 63 
1622.19 0 120 141 141 545 0 0 0 0 63 63 
24.45 0 120 141 142 544 0 0 0 1 64 63 
1622.19 0 121 142 140 543 0 0 0 0 63 64 
16.9437 0 121 142 141 544 0 0 1 1 63 64 
18.3914 0 121 141 142 544 0 0 0 1 63 64 
18.3914 0 120 140 141 544 0 0 0 1 64 64 
1622.07 0 120 140 141 544 0 0 0 0 64 64 
1622.19 0 121 141 142 545 0 0 0 0 64 63 
1622.07 0 120 141 142 544 0 0 0 0 64 63 
1622.19 0 121 141 141 545 0 0 0 0 63 64 
18.3914 0 120 142 141 546 0 0 0 1 63 64 
24.45 0 119 141 141 544 0 0 0 1 63 63 
1622.07 0 121 142 142 544 0 0 0 0 63 63 
24.45 0 120 142 142 543 0 0 0 1 63 63 
1622.07 0 120 142 142 544 0 0 0 0 64 64 
24.45 0 120 142 142 545 0 0 0 1 63 63 
24.45 0 120 141 142 545 0 0 0 1 64 63 
24.45 0 119 142 142 545 0 0 0 1 63 63 
18.3914 0 122 142 142 544 0 0 0 1 63 64 
1622.19 0 119 141 141 545 0 0 0 0 63 64 
1622.07 0 120 141 142 544 0 0 0 0 64 64 
18.3914 0 120 141 142 546 0 0 0 1 63 64 
1622.19 0 120 142 141 543 0 0 0 0 63 63 
24.45 0 121 142 141 544 0 0 0 1 64 63 
1622.07 0 119 142 141 546 0 0 0 0 64 64 
1622.19 0 120 141 141 545 0 0 0 0 63 63 
1622.19 0 122 142 141 545 0 0 0 0 63 64 
1622.19 0 121 140 140 545 0 0 0 0 64 63 
18.3914 0 120 141 143 544 0 0 0 1 64 64 
24.45 0 121 140 142 544 0 0 0 1 64 63 
1622.19 0 121 143 142 545 0 0 0 0 64 63 
1622.07 0 120 142 142 544 0 0 0 0 63 64 
24.45 0 120 142 141 544 0 0 0 1 63 63 
1622.19 0 121 141 141 545 0 0 0 0 64 63 
18.3914 0 119 140 141 545 0 0 0 1 64 64 
24.45 0 121 142 141 545 0 0 0 1 63 63 
18.3914 0 121 141 141 543 0 0 0 1 64 64 
18.3914 0 121 140 142 544 0 0 0 1 63 64 
18.4325 0 120 142 142 544 0 0 1 0 64 63 
1622.07 0 121 141 141 546 0 0 0 0 63 63 
1622.07 0 120 141 141 544 0 0 0 0 63 64 
1622.07 0 121 141 143 544 0 0 0 0 64 63 
24.4924 0 120 142 142 543 0 0 1 0 63 64 
18.4325 0 120 141 141 546 0 0 1 0 64 64 
1622.07 0 119 141 141 546 0 0 0 0 63 64 
1622.19 0 121 142 141 543 0 0 0 0 64 63 
1622.07 0 121 141 142 546 0 0 0 0 63 64 
1622.07 0 120 142 141 544 0 0 0 0 64 64 
1622.19 0 120 142 141 545 0 0 0 0 63 63 
18.3914 0 120 143 142 545 0 0 0 1 63 64 
1622.07 0 121 142 141 544 0 0 0 0 64 64 
1622.07 0 121 142 141 544 0 0 0 0 64 63 
1589.91 0 121 141 142 542 0 0 0 0 64 63 
24.45 0 120 139 141 544 0 0 0 1 63 63 
1622.07 0 121 142 142 544 0 0 0 0 63 63 
24.45 0 119 141 141 544 0 0 0 1 64 63 
24.45 0 120 142 141 545 0 0 0 1 63 63 
18.4325 0 120 141 142 544 0 0 1 0 64 63 
1622.07 0 120 141 142 544 0 0 0 0 64 63 
24.45 0 120 142 142 544 0 0 0 1 64 63 
1622.07 0 120 141 140 544 0 0 0 0 63 64 
1622.19 0 122 142 141 543 0 0 0 0 64 63 
1622.19 0 120 140 142 545 0 0 0 0 64 63 
1622.07 0 120 141 141 544 0 0 0 0 64 63 
21.7308 0 121 141 142 544 0 0 1 1 63 63 
1622.07 0 121 142 141 544 0 0 0 0 63 63 
1622.07 0 121 143 141 544 0 0 0 0 63 63 
1622.19 0 120 142 142 545 0 0 0 0 64 64 
1622.07 0 120 142 141 544 0 0 0 0 64 64 
1622.07 0 120 142 141 544 0 0 0 0 64 63 
1622.19 0 121 141 142 543 0 0 0 0 63 64 
18.3914 0 122 142 142 545 0 0 0 1 64 64 
1622.19 0 120 142 143 545 0 0 0 0 64 64 
1622.07 0 .07 0 .07 0 .07 0 .07 0 .07 0 .07 0 .07 0 .07 0 .07 0 121 142 142 544 0 0 0 0 63 63 
