16998.1 0 0 0 0 0 
4451920.0 0 2 2 2 2 
10296.6 0 4 1 4 1 
10296.6 0 1 4 1 4 
640218.0 0 2 2 3 0 
21940.4 0 5 5 0 3 
3243.1699999999996 0 3 0 2 2 
1583.71 0 0 3 5 5 
894.426 0 1 1 1 4 
1142.0 0 4 4 4 1 
16864.4 0 5 0 3 5 
640218.0 0 2 3 0 2 
7722.36 0 1 1 5 3 
21527.6 0 4 4 2 0 
70991.3 0 3 2 1 4 
958.162 0 0 5 4 1 
1588.0 0 0 2 5 2 
597010.0 0 3 5 2 5 
326.997 0 5 1 0 0 
120192.0 0 2 4 3 3 
516.452 0 2 0 2 1 
62269.399999999994 0 5 3 5 4 
30058.6 0 4 2 4 0 
192677.0 0 1 5 1 3 
18518.3 0 0 0 3 5 
640218.0 0 3 3 0 2 
13077.2 0 5 2 1 3 
1351.58 0 2 5 4 0 
548.926 0 1 1 0 5 
120255.0 0 4 4 3 2 
1095.58 0 3 0 5 4 
447655.0 0 0 3 2 1 
3238.8 0 0 1 3 3 
1270.1 0 3 4 0 0 
16863.3 0 4 0 2 4 
1321.94 0 1 3 5 1 
1072.61 0 2 0 1 4 
3454.18 0 5 3 4 1 
6230.27 0 4 2 5 5 
69879.3 0 1 5 2 2 
1549.98 0 1 0 4 0 
1595.95 0 4 3 1 3 
13132.199999999999 0 5 1 0 2 
121625.0 0 2 4 3 5 
60737.9 0 2 2 2 0 
597010.0 0 5 5 5 3 
22407.6 0 3 1 4 1 
705.176 0 0 4 1 4 
543.649 0 0 1 1 5 
844844.0 0 3 4 4 2 
498076.0 0 4 2 3 4 
604.264 0 1 5 0 1 
78791.7 0 2 2 5 5 
67275.2 0 5 5 2 2 
22977.8 0 4 0 0 3 
346611.0 0 1 3 3 0 
18179.3 0 0 2 0 1 
7173.849999999999 0 3 5 3 4 
319.729 0 5 1 4 0 
262273.0 0 2 4 1 3 
13662.0 0 1 0 4 2 
1585.36 0 4 3 1 5 
192677.0 0 3 1 2 1 
1576.01 0 0 4 5 4 
842414.0 0 0 2 2 4 
1410.62 0 3 5 5 1 
598833.0 0 4 0 4 3 
22341.9 0 1 3 1 0 
1091.72 0 2 0 4 5 
13077.2 0 5 3 1 2 
971.617 0 3 1 0 4 
13439.5 0 0 4 3 1 
5314.49 0 1 1 0 2 
70929.0 0 4 4 3 5 
38692.2 0 5 2 5 1 
7173.849999999999 0 2 5 2 4 
25156100.0 0 2 2 3 2 
1560.9 0 5 5 0 5 
18179.3 0 3 0 1 0 
1597.18 0 0 3 4 3 
3234.44 0 0 0 3 3 
46448.2 0 3 3 0 0 
492988.0 0 5 2 2 5 
490749.0 0 2 5 5 2 
640218.0 0 2 2 0 3 
21525.0 0 5 5 3 0 
898.112 0 4 1 4 4 
826.729 0 1 4 1 1 
361.801 0 1 1 5 0 
120192.0 0 4 4 2 3 
14233.2 0 5 0 1 2 
78791.9 0 2 3 4 5 
106637.0 0 1 1 2 1 
6174.460000000001 0 4 4 5 4 
4451920.0 0 3 2 3 2 
13269.400000000001 0 0 5 0 5 
21989.100000000002 0 0 0 5 2 
852875.0 0 3 3 2 5 
1513.86 0 4 2 1 0 
12930.5 0 1 5 4 3 
