16561.2 0 0 0 0 0 
4334580.0 0 2 2 2 2 
9989.79 0 4 1 4 1 
9989.79 0 1 4 1 4 
609527.0 0 2 2 3 0 
20238.6 0 5 5 0 3 
8205.93 0 3 0 2 2 
1467.55 0 0 3 5 5 
805.344 0 1 1 1 4 
1015.39 0 4 4 4 1 
15973.3 0 5 0 3 5 
609527.0 0 2 3 0 2 
6578.45 0 1 1 5 3 
19818.8 0 4 4 2 0 
68431.6 0 3 2 1 4 
891.55 0 0 5 4 1 
1477.47 0 0 2 5 2 
521406.0 0 3 5 2 5 
319.652 0 5 1 0 0 
94536.5 0 2 4 3 3 
497.731 0 2 0 2 1 
56139.899999999994 0 5 3 5 4 
28647.800000000003 0 4 2 4 0 
163106.0 0 1 5 1 3 
17918.0 0 0 0 3 5 
609527.0 0 3 3 0 2 
11352.2 0 5 2 1 3 
1229.77 0 2 5 4 0 
534.247 0 1 1 0 5 
94583.29999999999 0 4 4 3 2 
1031.14 0 3 0 5 4 
411267.0 0 0 3 2 1 
8194.79 0 0 1 3 3 
1198.46 0 3 4 0 0 
15972.199999999999 0 4 0 2 4 
1189.3 0 1 3 5 1 
1019.2 0 2 0 1 4 
3326.9500000000003 0 5 3 4 1 
5447.69 0 4 2 5 5 
55828.8 0 1 5 2 2 
1491.22 0 1 0 4 0 
1452.15 0 4 3 1 3 
12027.6 0 5 1 0 2 
98589.79999999999 0 2 4 3 5 
58223.4 0 2 2 2 0 
521406.0 0 5 5 5 3 
21691.2 0 3 1 4 1 
679.941 0 0 4 1 4 
528.698 0 0 1 1 5 
752700.0 0 3 4 4 2 
448444.0 0 4 2 3 4 
583.676 0 1 5 0 1 
76132.2 0 2 2 5 5 
53744.7 0 5 5 2 2 
23399.5 0 4 0 0 3 
337898.0 0 1 3 3 0 
17627.399999999998 0 0 2 0 1 
6197.969999999999 0 3 5 3 4 
309.011 0 5 1 4 0 
242586.0 0 2 4 1 3 
14395.2 0 1 0 4 2 
1447.31 0 4 3 1 5 
163106.0 0 3 1 2 1 
1461.56 0 0 4 5 4 
751569.0 0 0 2 2 4 
1257.43 0 3 5 5 1 
523918.0 0 4 0 4 3 
21678.5 0 1 3 1 0 
1027.42 0 2 0 4 5 
11352.2 0 5 3 1 2 
888.867 0 3 1 0 4 
15173.8 0 0 4 3 1 
5057.1 0 1 1 0 2 
57979.5 0 4 4 3 5 
37876.299999999996 0 5 2 5 1 
6197.969999999999 0 2 5 2 4 
23559400.0 0 2 2 3 2 
1438.27 0 5 5 0 5 
17627.399999999998 0 3 0 1 0 
1486.25 0 0 3 4 3 
8183.29 0 0 0 3 3 
45253.3 0 3 3 0 0 
443984.0 0 5 2 2 5 
441958.0 0 2 5 5 2 
609527.0 0 2 2 0 3 
19816.4 0 5 5 3 0 
838.817 0 4 1 4 4 
742.957 0 1 4 1 1 
350.764 0 1 1 5 0 
94537.3 0 4 4 2 3 
15468.300000000001 0 5 0 1 2 
76131.4 0 2 3 4 5 
87418.0 0 1 1 2 1 
5385.55 0 4 4 5 4 
4334580.0 0 3 2 3 2 
12840.4 0 0 5 0 5 
22077.3 0 0 0 5 2 
761559.9999999999 0 3 3 2 5 
1407.4 0 4 2 1 0 
10724.7 0 1 5 4 3 
